2.05344,-0.383022,14.98
1.90306,-0.469846,14.96
1.73205,-0.5,14.94
1.64523,-0.507596,14.92
1.48205,-0.566987,14.9
1.34903,-0.678606,14.88
1.29904,-0.75,14.86
1.29904,-0.75,14.84
1.29904,-0.75,14.82
1.29904,-0.75,14.8
1.29904,-0.75,14.78
1.29904,-0.75,14.76
1.29904,-0.75,14.74
1.29904,-0.75,14.72
1.29904,-0.75,14.7
1.29904,-0.75,14.68
1.29904,-0.75,14.66
1.29904,-0.75,14.64
1.29904,-0.75,14.62
1.29904,-0.75,14.6
1.29904,-0.75,14.58
1.29904,-0.75,14.56
1.29904,-0.75,14.54
1.29904,-0.75,14.52
1.29904,-0.75,14.5
1.29904,-0.75,14.48
1.29904,-0.75,14.46
1.29904,-0.75,14.44
1.23965,-0.913176,14.42
1.23965,-1.08682,14.4
1.29904,-1.25,14.38
1.33587,-1.32899,14.36
1.36603,-1.5,14.34
1.33587,-1.67101,14.32
1.29904,-1.75,14.3
1.18742,-1.88302,14.28
1.03704,-1.96985,14.26
0.866025,-2,14.24
0.779201,-1.9924,14.22
0.616025,-1.93301,14.2
0.483003,-1.82139,14.18
0.433013,-1.75,14.16
0.321394,-1.61698,14.14
0.17101,-1.53015,14.12
-1.38755e-12,-1.5,14.1
-2.18059e-12,-1.5,14.08
-2.18059e-12,-1.5,14.06
-2.18059e-12,-1.5,14.04
-2.18059e-12,-1.5,14.02
-2.18059e-12,-1.5,14
-2.18059e-12,-1.5,13.98
-2.18059e-12,-1.5,13.96
-2.18059e-12,-1.5,13.94
-2.18059e-12,-1.5,13.92
-2.18059e-12,-1.5,13.9
-2.18059e-12,-1.5,13.88
-2.18059e-12,-1.5,13.86
-2.18059e-12,-1.5,13.84
-2.18059e-12,-1.5,13.82
-2.18059e-12,-1.5,13.8
-2.18059e-12,-1.5,13.78
-2.18059e-12,-1.5,13.76
-2.18059e-12,-1.5,13.74
-2.18059e-12,-1.5,13.72
-2.18059e-12,-1.5,13.7
-2.18059e-12,-1.5,13.68
-0.0868241,-1.5076,13.66
-0.25,-1.56699,13.64
-0.383022,-1.67861,13.62
-0.433013,-1.75,13.6
-0.544632,-1.88302,13.58
-0.695015,-1.96985,13.56
-0.866025,-2,13.54
-0.952849,-1.9924,13.52
-1.11603,-1.93301,13.5
-1.24905,-1.82139,13.48
-1.29904,-1.75,13.46
-1.35843,-1.58682,13.44
-1.35843,-1.41318,13.42
-1.29904,-1.25,13.4
-1.2622,-1.17101,13.38
-1.23205,-1,13.36
-1.2622,-0.82899,13.34
-1.29904,-0.75,13.32
-1.29904,-0.75,13.3
-1.29904,-0.75,13.28
-1.29904,-0.75,13.26
-1.29904,-0.75,13.24
-1.29904,-0.75,13.22
-1.29904,-0.75,13.2
-1.29904,-0.75,13.18
-1.29904,-0.75,13.16
-1.29904,-0.75,13.14
