-2.16506,2.25,14.98
-2.16506,2.25,14.96
-2.16506,2.25,14.94
-2.16506,2.25,14.92
-2.16506,2.25,14.9
-2.16506,2.25,14.88
-2.16506,2.25,14.86
-2.05344,2.38302,14.84
-1.90306,2.46985,14.82
-1.73205,2.5,14.8
-1.73205,2.5,14.78
-1.73205,2.5,14.76
-1.73205,2.5,14.74
-1.73205,2.5,14.72
-1.73205,2.5,14.7
-1.73205,2.5,14.68
-1.73205,2.5,14.66
-1.73205,2.5,14.64
-1.73205,2.5,14.62
-1.73205,2.5,14.6
-1.73205,2.5,14.58
-1.73205,2.5,14.56
-1.73205,2.5,14.54
-1.73205,2.5,14.52
-1.64523,2.4924,14.5
-1.48205,2.43301,14.48
-1.34903,2.32139,14.46
-1.29904,2.25,14.44
-1.29904,2.25,14.42
-1.29904,2.25,14.4
-1.29904,2.25,14.38
-1.29904,2.25,14.36
-1.29904,2.25,14.34
-1.29904,2.25,14.32
-1.29904,2.25,14.3
-1.29904,2.25,14.28
-1.29904,2.25,14.26
-1.29904,2.25,14.24
-1.29904,2.25,14.22
-1.29904,2.25,14.2
-1.29904,2.25,14.18
-1.29904,2.25,14.16
-1.29904,2.25,14.14
-1.29904,2.25,14.12
-1.29904,2.25,14.1
-1.33587,2.32899,14.08
-1.36603,2.5,14.06
-1.33587,2.67101,14.04
-1.29904,2.75,14.02
-1.29904,2.75,14.0
-1.29904,2.75,13.98
-1.29904,2.75,13.96
-1.29904,2.75,13.94
-1.29904,2.75,13.92
-1.29904,2.75,13.9
-1.29904,2.75,13.88
-1.29904,2.75,13.86
-1.29904,2.75,13.84
-1.29904,2.75,13.82
-1.29904,2.75,13.8
-1.29904,2.75,13.78
-1.29904,2.75,13.76
-1.29904,2.75,13.74
-1.18742,2.88302,13.72
-1.03704,2.96985,13.7
-0.866025,3.0,13.68
-0.866025,3.0,13.66
-0.866025,3.0,13.64
-0.866025,3.0,13.62
-0.866025,3.0,13.6
-0.866025,3.0,13.58
-0.866025,3.0,13.56
-0.866025,3.0,13.54
-0.866025,3.0,13.52
-0.866025,3.0,13.5
-0.866025,3.0,13.48
-0.866025,3.0,13.46
-0.866025,3.0,13.44
-0.866025,3.0,13.42
-0.866025,3.0,13.4
-0.866025,3.0,13.38
-0.866025,3.0,13.36
-0.866025,3.0,13.34
-0.866025,3.0,13.32
-0.866025,3.0,13.3
-0.866025,3.0,13.28
-0.866025,3.0,13.26
-0.952849,2.9924,13.24
-1.11603,2.93301,13.22
-1.24905,2.82139,13.2
-1.29904,2.75,13.18
-1.35843,2.58682,13.16
-1.35843,2.41318,13.14
-1.29904,2.25,13.12
-1.24905,2.17861,13.1
-1.11603,2.06699,13.08
-0.952849,2.0076,13.06
-0.866025,2.0,13.04
-0.695015,2.03015,13.02
-0.544632,2.11698,13.0
-0.433013,2.25,12.98
-0.433013,2.25,12.96
-0.433013,2.25,12.94
-0.433013,2.25,12.92
-0.433013,2.25,12.9
-0.492404,2.08682,12.88
-0.492404,1.91318,12.86
-0.433013,1.75,12.84
-0.396179,1.67101,12.82
-0.366025,1.5,12.8
-0.396179,1.32899,12.78
-0.433013,1.25,12.76
-0.544632,1.11698,12.74
-0.695015,1.03015,12.72
-0.866025,1.0,12.7
-0.952849,1.0076,12.68
-1.11603,1.06699,12.66
-1.24905,1.17861,12.64
-1.29904,1.25,12.62
-1.41066,1.38302,12.6
-1.56104,1.46985,12.58
-1.73205,1.5,12.56
-1.73205,1.5,12.54
-1.73205,1.5,12.52
-1.73205,1.5,12.5
-1.73205,1.5,12.48
-1.56104,1.53015,12.46
-1.41066,1.61698,12.44
-1.29904,1.75,12.42
-1.2622,1.82899,12.4
-1.23205,2.0,12.38
-1.2622,2.17101,12.36
-1.29904,2.25,12.34
-1.41066,2.38302,12.32
-1.56104,2.46985,12.3
-1.73205,2.5,12.28
-1.81887,2.4924,12.26
-1.98205,2.43301,12.24
-2.11507,2.32139,12.22
-2.16506,2.25,12.2
-2.16506,2.25,12.18
-2.16506,2.25,12.16
-2.16506,2.25,12.14
-2.16506,2.25,12.12
-2.16506,2.25,12.1
-2.16506,2.25,12.08
-2.16506,2.25,12.06
-2.16506,2.25,12.04
-2.16506,2.25,12.02
-2.16506,2.25,12.0
-2.16506,2.25,11.98
-2.16506,2.25,11.96
-2.16506,2.25,11.94
-2.16506,2.25,11.92
-2.16506,2.25,11.9
-2.16506,2.25,11.88
-2.16506,2.25,11.86
-2.16506,2.25,11.84
-2.16506,2.25,11.82
-2.16506,2.25,11.8
-2.16506,2.25,11.78
-2.05344,2.38302,11.76
-1.90306,2.46985,11.74
-1.73205,2.5,11.72
-1.73205,2.5,11.7
-1.73205,2.5,11.68
-1.73205,2.5,11.66
-1.73205,2.5,11.64
-1.73205,2.5,11.62
-1.73205,2.5,11.6
-1.73205,2.5,11.58
-1.73205,2.5,11.56
-1.73205,2.5,11.54
-1.73205,2.5,11.52
-1.73205,2.5,11.5
-1.73205,2.5,11.48
-1.73205,2.5,11.46
-1.73205,2.5,11.44
-1.64523,2.4924,11.42
-1.48205,2.43301,11.4
-1.34903,2.32139,11.38
-1.29904,2.25,11.36
-1.29904,2.25,11.34
-1.29904,2.25,11.32
-1.29904,2.25,11.3
-1.29904,2.25,11.28
-1.29904,2.25,11.26
-1.29904,2.25,11.24
-1.29904,2.25,11.22
-1.29904,2.25,11.2
-1.29904,2.25,11.18
-1.29904,2.25,11.16
-1.29904,2.25,11.14
-1.29904,2.25,11.12
-1.29904,2.25,11.1
-1.29904,2.25,11.08
-1.29904,2.25,11.06
-1.29904,2.25,11.04
-1.29904,2.25,11.02
-1.33587,2.32899,11.0
-1.36603,2.5,10.98
-1.33587,2.67101,10.96
-1.29904,2.75,10.94
-1.29904,2.75,10.92
-1.29904,2.75,10.9
-1.29904,2.75,10.88
-1.29904,2.75,10.86
-1.29904,2.75,10.84
-1.29904,2.75,10.82
-1.29904,2.75,10.8
-1.29904,2.75,10.78
-1.29904,2.75,10.76
-1.29904,2.75,10.74
-1.29904,2.75,10.72
-1.29904,2.75,10.7
-1.29904,2.75,10.68
-1.29904,2.75,10.66
-1.18742,2.88302,10.64
-1.03704,2.96985,10.62
-0.866025,3.0,10.6
-0.866025,3.0,10.58
-0.866025,3.0,10.56
-0.866025,3.0,10.54
-0.866025,3.0,10.52
-0.866025,3.0,10.5
-0.866025,3.0,10.48
-0.866025,3.0,10.46
-0.866025,3.0,10.44
-0.866025,3.0,10.42
-0.866025,3.0,10.4
-0.866025,3.0,10.38
-0.866025,3.0,10.36
-0.866025,3.0,10.34
-0.866025,3.0,10.32
-0.866025,3.0,10.3
-0.866025,3.0,10.28
-0.866025,3.0,10.26
-0.866025,3.0,10.24
-0.866025,3.0,10.22
-0.866025,3.0,10.2
-0.866025,3.0,10.18
-0.952849,2.9924,10.16
-1.11603,2.93301,10.14
-1.24905,2.82139,10.12
-1.29904,2.75,10.1
-1.35843,2.58682,10.08
-1.35843,2.41318,10.06
-1.29904,2.25,10.04
-1.24905,2.17861,10.02
-1.11603,2.06699,10.0
-0.952849,2.0076,9.98
-0.866025,2.0,9.96
-0.695015,2.03015,9.94
-0.544632,2.11698,9.92
-0.433013,2.25,9.9
-0.433013,2.25,9.88
-0.433013,2.25,9.86
-0.433013,2.25,9.84
-0.433013,2.25,9.82
-0.492404,2.08682,9.8
-0.492404,1.91318,9.78
-0.433013,1.75,9.76
-0.396179,1.67101,9.74
-0.366025,1.5,9.72
-0.396179,1.32899,9.7
-0.433013,1.25,9.68
-0.544632,1.11698,9.66
-0.695015,1.03015,9.64
-0.866025,1.0,9.62
-0.952849,1.0076,9.6
-1.11603,1.06699,9.58
-1.24905,1.17861,9.56
-1.29904,1.25,9.54
-1.41066,1.38302,9.52
-1.56104,1.46985,9.5
-1.73205,1.5,9.48
