2.59808,-1,14.98
2.59808,-1,14.96
2.59808,-1,14.94
2.59808,-1,14.92
2.59808,-1,14.9
2.59808,-1,14.88
2.59808,-1,14.86
2.76909,-0.969846,14.84
2.91947,-0.883022,14.82
3.03109,-0.75,14.8
3.03109,-0.75,14.78
3.03109,-0.75,14.76
3.03109,-0.75,14.74
3.03109,-0.75,14.72
3.03109,-0.75,14.7
3.03109,-0.75,14.68
3.03109,-0.75,14.66
3.03109,-0.75,14.64
3.03109,-0.75,14.62
3.03109,-0.75,14.6
3.03109,-0.75,14.58
3.09048,-0.586824,14.56
3.09048,-0.413176,14.54
3.03109,-0.25,14.52
3.03109,-0.25,14.5
3.03109,-0.25,14.48
3.03109,-0.25,14.46
3.03109,-0.25,14.44
3.03109,-0.25,14.42
3.03109,-0.25,14.4
3.03109,-0.25,14.38
3.03109,-0.25,14.36
3.03109,-0.25,14.34
3.03109,-0.25,14.32
3.03109,-0.25,14.3
2.91947,-0.116978,14.28
2.76909,-0.0301537,14.26
2.59808,-3.77653e-12,14.24
2.51125,0.00759612,14.22
2.34808,0.0669873,14.2
2.21505,0.178606,14.18
2.16506,0.25,14.16
2.16506,0.25,14.14
2.16506,0.25,14.12
2.16506,0.25,14.1
2.2019,0.17101,14.08
2.23205,-3.31103e-12,14.06
2.2019,-0.17101,14.04
2.16506,-0.25,14.02
2.10567,-0.413176,14
2.10567,-0.586824,13.98
2.16506,-0.75,13.96
2.16506,-0.75,13.94
2.16506,-0.75,13.92
2.16506,-0.75,13.9
2.16506,-0.75,13.88
2.05344,-0.616978,13.86
1.90306,-0.530154,13.84
1.73205,-0.5,13.82
1.64523,-0.492404,13.8
1.48205,-0.433013,13.78
1.34903,-0.321394,13.76
1.29904,-0.25,13.74
1.29904,-0.25,13.72
1.29904,-0.25,13.7
1.29904,-0.25,13.68
1.29904,-0.25,13.66
1.29904,-0.25,13.64
1.29904,-0.25,13.62
1.29904,-0.25,13.6
1.29904,-0.25,13.58
1.29904,-0.25,13.56
1.29904,-0.25,13.54
1.2622,-0.17101,13.52
1.23205,-2.12113e-12,13.5
